Progress,Finished,ResponseId,position,faculty,familiarity_1,familiarity_2,familiarity_3,familiarity_4,familiarity_12,familiarity_5,familiarity_6,familiarity_7,familiarity_8,familiarity_9,familiarity_10,familiarity_11,familiarity_13,stimulate_1,stimulate_2,stimulate_3,stimulate_4,stimulate_12,stimulate_5,stimulate_6,stimulate_7,stimulate_8,stimulate_9,stimulate_10,stimulate_11,stimulate_13,implement_1,implement_2,implement_3,implement_4,implement_12,implement_5,implement_6,implement_7,implement_8,implement_9,implement_10,implement_11,implement_13,motivation_1,motivation_2,motivation_3,motivation_4,motivation_5,motivation_6,motivation_7,motivation_9,motivation_10,motivation_11,barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_7,barriers_8,barriers_9,barriers_10,barriers_11,barriers_12,more_OS_1,more_OS_2,more_OS_3,more_OS_4,more_OS_5,more_OS_6,more_OS_7,practices_other_1,practices_other_2,practices_other_3,practices_other_4,practices_other_12,practices_other_5,practices_other_6,practices_other_7,practices_other_8,practices_other_9,practices_other_10,practices_other_11,practices_other_13,wave,Duration
100,TRUE,R_2wyr6FYRtP3G4GH,Full Professor,Law,Open Access,Open Data,NA,NA,NA,NA,NA,NA,Preprints,NA,NA,NA,NA,Open Access,Open Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Required by University policy,NA,I think it is an important part of research,NA,NA,NA,Required by my supervisor(s),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,More supporting infrastructure that makes it possible to practice Open Science,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,212
100,TRUE,R_2ydOR2pEmDBAO4e,Organisational Professional / Support Staff,Science,Open Access,NA,FAIR Data,NA,NA,NA,Open Peer Review,Citizen Science,NA,NA,Science Communication,NA,NA,NA,NA,NA,NA,NA,NA,Open Peer Review,Citizen Science,NA,NA,Science Communication,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Citizen Science,NA,NA,Science Communication,NA,NA,2023,368
100,TRUE,R_phlh9FOofLdkpkR,Full Professor,Social and Behavioural Sciences,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,Open Data,NA,NA,NA,NA,Open Peer Review,NA,Preprints,NA,NA,NA,NA,Open Access,Open Data,FAIR Data,NA,Open Software / code,NA,Open Peer Review,NA,Preprints,NA,Science Communication,NA,NA,NA,NA,NA,It increases the impact of my research,I think it is an important part of research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I experience no barriers in practicing Open Science,NA,NA,NA,NA,More collaboration/engagement with peers to make norms about good practices visible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,417
100,TRUE,R_1M4jf9LOM03H9Dw,Organisational Professional / Support Staff,Science,NA,NA,NA,NA,NA,Open Education,NA,NA,NA,NA,NA,NA,NA,NA,Open Data,NA,NA,NA,Open Education,NA,NA,NA,NA,Science Communication,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I'm not dealing with Open Science (yet),NA,2023,150
100,TRUE,R_1H1tTBjMztaT28X,Assistant Professor,Medicine / LUMC,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,NA,Reproducibility,Open Software / code / syntax,NA,NA,NA,NA,NA,Science Communication,NA,NA,Open Access,Open Data,NA,Reproducibility,NA,NA,Open Peer Review,NA,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,NA,It increases the impact of my research,I think it is an important part of research,NA,It is common practice amongst my collaborators from outside of my institute,NA,NA,NA,NA,NA,NA,Lack of clarity about ethical issues (e.g. data sharing),Lack of time,NA,Lack of positive examples / approaches set by other researchers,NA,NA,NA,NA,NA,NA,More incentives that reward Open Science practices,More collaboration/engagement with peers to make norms about good practices visible,Better interfaces/workflows that make it easy to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,223
100,TRUE,R_1GuWAzi2tYmeL8p,Teacher,Social and Behavioural Sciences,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,NA,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,NA,NA,Open Software / code / syntax,NA,NA,NA,NA,Preregistration/Registered report,NA,NA,NA,Open Access,NA,NA,NA,Open Software / code,NA,NA,NA,NA,Preregistration/Registered report,NA,NA,NA,NA,NA,Required by University policy,NA,I think it is an important part of research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I experience no barriers in practicing Open Science,NA,NA,More policies that make Open Science practices required,More incentives that reward Open Science practices,More collaboration/engagement with peers to make norms about good practices visible,Better interfaces/workflows that make it easy to practice Open Science,More supporting infrastructure that makes it possible to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,227
100,TRUE,R_Ok9z0dJLrslSjQZ,"Other, namely:",Science,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,Open Education,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,Open Access,NA,FAIR Data,NA,Open Software / code / syntax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Data,FAIR Data,Reproducibility,Open Software / code,NA,NA,NA,NA,NA,NA,NA,NA,2023,614
100,TRUE,R_yQrnryAwbm27hGF,PhD candidate,Archaeology,Open Access,Open Data,FAIR Data,Reproducibility,NA,NA,Open Peer Review,NA,Preprints,NA,NA,NA,NA,Open Access,NA,FAIR Data,NA,NA,NA,NA,NA,NA,NA,Science Communication,NA,NA,Open Access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,It increases the impact of my research,I think it is an important part of research,NA,NA,NA,NA,"Other, namely",NA,Lack of training on how to practice Open Science,Lack of funding for Open Science practices,NA,NA,NA,NA,NA,Lack of recognition in my (international) field about the value of Open Science practices,NA,NA,NA,NA,NA,More collaboration/engagement with peers to make norms about good practices visible,Better interfaces/workflows that make it easy to practice Open Science,More supporting infrastructure that makes it possible to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,473
100,TRUE,R_7QwzbKkIZ3mlqet,Assistant Professor,Social and Behavioural Sciences,Open Access,Open Data,NA,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,NA,Preprints,Preregistration/Registered report,NA,NA,NA,Open Access,Open Data,NA,NA,Open Software / code / syntax,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,NA,NA,Reproducibility,Open Software / code,NA,NA,NA,Preprints,NA,NA,NA,NA,NA,NA,NA,It increases the impact of my research,I think it is an important part of research,It is common practice in amongst my colleagues from my institute,NA,NA,NA,NA,NA,NA,NA,NA,Lack of time,"Lack of recognition of Open Science practices in evaluation, promotion and recruitment criteria at my institution",NA,NA,Lack of recognition in my (international) field about the value of Open Science practices,NA,NA,NA,More policies that make Open Science practices required,More incentives that reward Open Science practices,NA,Better interfaces/workflows that make it easy to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,315
100,TRUE,R_1C6GQE0YaMqJfeF,Assistant Professor,Social and Behavioural Sciences,NA,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,Open Access,NA,FAIR Data,Reproducibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code,NA,NA,NA,Preprints,NA,Science Communication,NA,Other,NA,NA,NA,NA,I think it is an important part of research,NA,NA,NA,NA,NA,NA,NA,Lack of funding for Open Science practices,NA,Lack of time,"Lack of recognition of Open Science practices in evaluation, promotion and recruitment criteria at my institution",NA,NA,NA,NA,NA,NA,NA,More incentives that reward Open Science practices,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,327
100,TRUE,R_30dcBIQdY3etWdK,Assistant Professor,Social and Behavioural Sciences,Open Access,NA,NA,NA,NA,Open Education,NA,NA,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,NA,NA,NA,Open Education,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,Open Education,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,I think it is an important part of research,NA,NA,NA,NA,"Other, namely",NA,NA,NA,NA,NA,"Lack of recognition of Open Science practices in evaluation, promotion and recruitment criteria at my institution",Lack of positive examples / approaches set by other researchers,NA,NA,NA,NA,Other,More policies that make Open Science practices required,More incentives that reward Open Science practices,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1649
100,TRUE,R_uyJbrNLllHvtPGx,Organisational Professional / Support Staff,Administrative / library / central,NA,Open Data,FAIR Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Data,FAIR Data,NA,NA,NA,NA,Citizen Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Data,FAIR Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,126
100,TRUE,R_3I9ssrOA3LZYu64,PhD candidate,Science,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,NA,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,NA,Reproducibility,Open Software / code / syntax,NA,NA,NA,NA,NA,Science Communication,NA,NA,Open Access,NA,NA,Reproducibility,Open Software / code,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,It increases the impact of my research,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lack of clarity about ethical issues (e.g. data sharing),Lack of time,NA,NA,I work with data that is sensitive / cannot be anonymised,NA,NA,NA,NA,More policies that make Open Science practices required,NA,More collaboration/engagement with peers to make norms about good practices visible,Better interfaces/workflows that make it easy to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,319
100,TRUE,R_2rkKa3pUbrPqrHG,Full Professor,Medicine / LUMC,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,Open Education,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,FAIR Data,Reproducibility,NA,NA,NA,NA,Preprints,NA,NA,NA,NA,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code,Open Education,Open Peer Review,Citizen Science,Preprints,NA,Science Communication,NA,NA,NA,NA,NA,It increases the impact of my research,I think it is an important part of research,NA,NA,NA,NA,"Other, namely",NA,NA,Lack of funding for Open Science practices,NA,NA,"Lack of recognition of Open Science practices in evaluation, promotion and recruitment criteria at my institution",NA,NA,NA,NA,NA,NA,More policies that make Open Science practices required,NA,More collaboration/engagement with peers to make norms about good practices visible,NA,More supporting infrastructure that makes it possible to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,301
100,TRUE,R_3qkBIFpNg86Ll1V,Organisational Professional / Support Staff,Other,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Preregistration/Registered report,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,NA,NA,Reproducibility,NA,NA,NA,NA,NA,Preregistration/Registered report,Science Communication,NA,NA,2023,184
100,TRUE,R_AtBCGBb6UutajTz,Associate Professor,Law,Open Access,Open Data,FAIR Data,NA,Open Software / code / syntax,NA,NA,NA,Preprints,Preregistration/Registered report,NA,NA,NA,Open Access,Open Data,FAIR Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Required by funder policy,NA,NA,It increases the impact of my research,I think it is an important part of research,NA,NA,NA,NA,NA,NA,NA,Lack of funding for Open Science practices,Lack of clarity about ethical issues (e.g. data sharing),NA,NA,NA,I work with data that is sensitive / cannot be anonymised,NA,NA,NA,NA,NA,NA,NA,Better interfaces/workflows that make it easy to practice Open Science,More supporting infrastructure that makes it possible to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,144
100,TRUE,R_b7ubsINuWy9kCvT,"Other, namely:",Social and Behavioural Sciences,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,Other,NA,Open Data,NA,NA,Open Software / code / syntax,NA,NA,NA,Preprints,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,Open Data,FAIR Data,NA,Open Software / code,NA,NA,NA,NA,NA,NA,NA,NA,2023,3037
100,TRUE,R_1Ok0QtGnBI6JvxT,Associate Professor,Social and Behavioural Sciences,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,Open Education,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,Open Data,NA,Reproducibility,NA,NA,NA,NA,NA,Preregistration/Registered report,NA,NA,NA,Open Access,NA,NA,NA,Open Software / code,Open Education,Open Peer Review,Citizen Science,NA,Preregistration/Registered report,Science Communication,NA,NA,NA,Required by journal policy,Required by University policy,NA,I think it is an important part of research,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lack of time,NA,Lack of positive examples / approaches set by other researchers,I work with data that is sensitive / cannot be anonymised,NA,NA,NA,NA,NA,More incentives that reward Open Science practices,NA,NA,More supporting infrastructure that makes it possible to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,791
100,TRUE,R_3hm5nNSXF7cxZUM,PhD candidate,Governance and Global Affairs,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,FAIR Data,Reproducibility,NA,NA,NA,NA,NA,NA,Science Communication,NA,NA,Open Access,NA,FAIR Data,NA,NA,NA,Open Peer Review,NA,NA,NA,Science Communication,NA,NA,NA,NA,NA,It increases the impact of my research,I think it is an important part of research,NA,NA,NA,Required by my supervisor(s),NA,NA,Lack of training on how to practice Open Science,NA,NA,NA,NA,Lack of positive examples / approaches set by other researchers,I work with data that is sensitive / cannot be anonymised,NA,NA,NA,NA,NA,More incentives that reward Open Science practices,More collaboration/engagement with peers to make norms about good practices visible,NA,More supporting infrastructure that makes it possible to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,520
100,TRUE,R_ebURR9BM4i2n94Z,Researcher,Social and Behavioural Sciences,Open Access,Open Data,NA,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,NA,Reproducibility,Open Software / code / syntax,NA,NA,NA,NA,Preregistration/Registered report,NA,NA,NA,Open Access,Open Data,NA,Reproducibility,Open Software / code,NA,NA,NA,Preprints,NA,NA,NA,NA,Required by funder policy,NA,NA,NA,I think it is an important part of research,NA,NA,It looks good on my CV,NA,NA,NA,NA,NA,NA,NA,"Lack of recognition of Open Science practices in evaluation, promotion and recruitment criteria at my institution",NA,NA,Lack of recognition in my (international) field about the value of Open Science practices,NA,NA,NA,More policies that make Open Science practices required,More incentives that reward Open Science practices,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2016
100,TRUE,R_3h0CYyxIOISzP3r,PhD candidate,Social and Behavioural Sciences,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,NA,Preprints,Preregistration/Registered report,Science Communication,NA,NA,Open Access,NA,FAIR Data,NA,NA,NA,NA,NA,NA,NA,Science Communication,NA,NA,NA,NA,NA,Reproducibility,Open Software / code,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,It increases the impact of my research,I think it is an important part of research,NA,NA,NA,NA,NA,NA,Lack of training on how to practice Open Science,NA,Lack of clarity about ethical issues (e.g. data sharing),Lack of time,NA,NA,NA,NA,NA,NA,NA,More policies that make Open Science practices required,NA,NA,Better interfaces/workflows that make it easy to practice Open Science,More supporting infrastructure that makes it possible to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1443
100,TRUE,R_3JpXgny6fTKwaRz,Organisational Professional / Support Staff,Social and Behavioural Sciences,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,Open Education,NA,Citizen Science,Preprints,Preregistration/Registered report,NA,NA,NA,Open Access,Open Data,FAIR Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,NA,FAIR Data,NA,NA,Open Education,NA,NA,NA,NA,Science Communication,NA,NA,2023,394
100,TRUE,R_ZwMz5YTy4FbTVQJ,Assistant Professor,Social and Behavioural Sciences,Open Access,Open Data,NA,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,Open Data,NA,NA,Open Software / code / syntax,NA,NA,NA,NA,Preregistration/Registered report,NA,NA,NA,Open Access,Open Data,NA,Reproducibility,Open Software / code,NA,NA,NA,NA,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,Required by University policy,NA,I think it is an important part of research,It is common practice in amongst my colleagues from my institute,NA,NA,NA,NA,NA,NA,NA,NA,Lack of time,NA,NA,NA,NA,NA,NA,NA,NA,More incentives that reward Open Science practices,More collaboration/engagement with peers to make norms about good practices visible,Better interfaces/workflows that make it easy to practice Open Science,More supporting infrastructure that makes it possible to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,232
100,TRUE,R_2Epds8qKKoGhcg7,Teacher,Social and Behavioural Sciences,Open Access,Open Data,NA,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,NA,Preregistration/Registered report,NA,NA,NA,NA,NA,NA,Reproducibility,NA,NA,NA,NA,NA,Preregistration/Registered report,Science Communication,NA,NA,NA,NA,NA,Reproducibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think it is an important part of research,NA,NA,NA,NA,NA,NA,NA,NA,Lack of clarity about ethical issues (e.g. data sharing),NA,"Lack of recognition of Open Science practices in evaluation, promotion and recruitment criteria at my institution",NA,I work with data that is sensitive / cannot be anonymised,NA,NA,NA,NA,NA,More incentives that reward Open Science practices,More collaboration/engagement with peers to make norms about good practices visible,NA,More supporting infrastructure that makes it possible to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,193
100,TRUE,R_2c7yZyUm9TkwpAk,Assistant Professor,Governance and Global Affairs,Open Access,NA,NA,NA,NA,NA,Open Peer Review,NA,NA,NA,NA,NA,NA,Open Access,NA,NA,NA,NA,NA,Open Peer Review,NA,NA,NA,Science Communication,NA,NA,Open Access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,It increases the impact of my research,I think it is an important part of research,NA,NA,NA,NA,NA,Lack of information/knowledge about the what and why of Open Science,Lack of training on how to practice Open Science,NA,NA,Lack of time,NA,NA,NA,NA,NA,NA,NA,NA,More incentives that reward Open Science practices,NA,Better interfaces/workflows that make it easy to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,363
100,TRUE,R_2AX7yQ2x0Cuy97E,Assistant Professor,Social and Behavioural Sciences,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,NA,NA,NA,Open Access,NA,NA,NA,Open Software / code / syntax,NA,NA,NA,Preprints,NA,NA,NA,NA,Open Access,NA,NA,NA,Open Software / code,NA,NA,Citizen Science,Preprints,NA,NA,NA,NA,NA,NA,NA,NA,I think it is an important part of research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I work with data that is sensitive / cannot be anonymised,NA,NA,NA,NA,NA,NA,NA,NA,More supporting infrastructure that makes it possible to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,5754
100,TRUE,R_1QtnhDHAsQbMCdw,Postdoc,Medicine / LUMC,Open Access,NA,FAIR Data,Reproducibility,Open Software / code / syntax,NA,NA,NA,Preprints,Preregistration/Registered report,Science Communication,NA,NA,Open Access,NA,FAIR Data,NA,NA,NA,Open Peer Review,NA,NA,NA,NA,NA,NA,Open Access,NA,NA,NA,NA,NA,NA,NA,Preprints,NA,Science Communication,NA,NA,Required by funder policy,NA,NA,It increases the impact of my research,I think it is an important part of research,NA,NA,NA,NA,NA,NA,NA,Lack of funding for Open Science practices,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,More incentives that reward Open Science practices,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,126
100,TRUE,R_1hFPMZTCm8THaAT,"Other, namely:",Other,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,Open Education,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,Other,Open Access,NA,FAIR Data,Reproducibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code,NA,Open Peer Review,NA,Preprint,NA,Science Communication,NA,NA,2023,564
100,TRUE,R_vcRMo64mLzWYxk5,Assistant Professor,Social and Behavioural Sciences,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,NA,Preprints,Preregistration/Registered report,Science Communication,NA,NA,Open Access,NA,FAIR Data,NA,NA,NA,NA,NA,NA,Preregistration/Registered report,NA,NA,NA,Open Access,NA,FAIR Data,NA,NA,NA,Open Peer Review,NA,NA,Preregistration/Registered report,NA,NA,NA,NA,NA,Required by University policy,NA,I think it is an important part of research,It is common practice in amongst my colleagues from my institute,NA,NA,NA,NA,NA,NA,NA,NA,Lack of time,NA,NA,I work with data that is sensitive / cannot be anonymised,NA,NA,NA,NA,NA,More incentives that reward Open Science practices,NA,Better interfaces/workflows that make it easy to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,303
100,TRUE,R_xaZrCFnU15YkKNH,Associate Professor,Medicine / LUMC,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,NA,Preprints,Preregistration/Registered report,Science Communication,NA,NA,Open Access,Open Data,NA,NA,Open Software / code / syntax,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,Open Data,NA,NA,Open Software / code,NA,Open Peer Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,It increases the impact of my research,I think it is an important part of research,NA,NA,It looks good on my CV,NA,NA,NA,NA,Lack of funding for Open Science practices,Lack of clarity about ethical issues (e.g. data sharing),NA,NA,NA,I work with data that is sensitive / cannot be anonymised,NA,NA,NA,NA,NA,More incentives that reward Open Science practices,NA,Better interfaces/workflows that make it easy to practice Open Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,226
100,TRUE,R_1jwcxYLIhakqGmh,Organisational Professional / Support Staff,Medicine / LUMC,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,NA,Citizen Science,Preprints,NA,Science Communication,NA,NA,NA,NA,FAIR Data,Reproducibility,Open Software / code / syntax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code,NA,NA,Citizen Science,NA,Preregistration/Registered report,NA,NA,NA,2023,240
100,TRUE,R_3J4Ae9ghgFBwzRW,Full Professor,Social and Behavioural Sciences,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code / syntax,NA,Open Peer Review,Citizen Science,Preprints,Preregistration/Registered report,Science Communication,NA,NA,NA,Open Data,NA,Reproducibility,NA,NA,NA,NA,NA,Preregistration/Registered report,NA,NA,NA,Open Access,Open Data,FAIR Data,Reproducibility,Open Software / code,NA,Open Peer Review,NA,Preprints,Preregistration/Registered report,NA,NA,NA,NA,NA,Required by University policy,It increases the impact of my research,I think it is an important part of research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I experience no barriers in practicing Open Science,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,306
